===== JOB INFO =====
JobID:   672374
Node:    chimera21
CPUs:    4
GPUs:    
Account: cs_funda.durupinarbabur
====================

===== NVIDIA-SMI =====
Fri Jan 16 03:02:42 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.95.05              Driver Version: 580.95.05      CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA H200                    On  |   00000000:DF:00.0 Off |                    0 |
| N/A   42C    P0            126W /  700W |       0MiB / 143771MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
======================
✅ GPU detected: NVIDIA H200
   CUDA Version: 12.1
✓ Loaded curve configuration from: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/config/curve_config.json
✓ Copied curve configuration to: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/curve_config.json
✓ Loaded 4 training stages from config
=== STARTING UNIFIED RL TRAINING ===
Number of Stages: 4
Device: cuda | Actions: 8 (Inc. STOP)
Base Seed: 50 (for reproducibility)
Curve Generation: On-The-Fly
Run Directory: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245
Checkpoints: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/checkpoints
Weights: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/weights
Logs: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/logs/training.log
Training Start Time: 2026-01-16 03:02:45

🛡️  Anti-Forgetting Mechanisms Enabled:
   - Mixed Curriculum: 15% chance to sample from previous stages
   - Periodic Evaluation: Every 500 episodes on previous stages
   - This prevents catastrophic forgetting during curriculum learning

=============================================
STARTING Bin1_Straight
Episodes: 10000 | LR: 0.0001
Global Episode Offset: 0
=============================================
[ENV] On-the-fly curve generation enabled (base_seed=50)
[Bin1_Straight] Ep 100 | AvgRew: -0.66 | Succ: 0.01 | Dev: 4.64 | ZigZag: 1.38 | Eff: 0.42 | Loop: 0.20
[Bin1_Straight] Ep 200 | AvgRew: 0.70 | Succ: 0.01 | Dev: 4.46 | ZigZag: 1.36 | Eff: 0.46 | Loop: 0.21
[Bin1_Straight] Ep 300 | AvgRew: 2.44 | Succ: 0.01 | Dev: 4.57 | ZigZag: 1.25 | Eff: 0.40 | Loop: 0.17
[Bin1_Straight] Ep 400 | AvgRew: 4.40 | Succ: 0.02 | Dev: 4.88 | ZigZag: 1.16 | Eff: 0.43 | Loop: 0.15
[Bin1_Straight] Ep 500 | AvgRew: 8.90 | Succ: 0.01 | Dev: 4.79 | ZigZag: 1.06 | Eff: 0.36 | Loop: 0.13
[Bin1_Straight] Ep 600 | AvgRew: 14.48 | Succ: 0.02 | Dev: 4.87 | ZigZag: 1.06 | Eff: 0.44 | Loop: 0.14
[Bin1_Straight] Ep 700 | AvgRew: 36.05 | Succ: 0.08 | Dev: 4.57 | ZigZag: 0.94 | Eff: 0.56 | Loop: 0.09
[Bin1_Straight] Ep 800 | AvgRew: 44.22 | Succ: 0.10 | Dev: 4.62 | ZigZag: 0.91 | Eff: 0.54 | Loop: 0.09
[Bin1_Straight] Ep 900 | AvgRew: 31.11 | Succ: 0.07 | Dev: 4.64 | ZigZag: 0.93 | Eff: 0.52 | Loop: 0.11
[Bin1_Straight] Ep 1000 | AvgRew: 41.20 | Succ: 0.09 | Dev: 4.47 | ZigZag: 0.76 | Eff: 0.60 | Loop: 0.09
[Bin1_Straight] Ep 1100 | AvgRew: 31.66 | Succ: 0.12 | Dev: 4.47 | ZigZag: 0.95 | Eff: 0.52 | Loop: 0.10
[Bin1_Straight] Ep 1200 | AvgRew: 60.44 | Succ: 0.16 | Dev: 4.28 | ZigZag: 0.72 | Eff: 0.50 | Loop: 0.05
[Bin1_Straight] Ep 1300 | AvgRew: 51.67 | Succ: 0.13 | Dev: 4.54 | ZigZag: 0.82 | Eff: 0.56 | Loop: 0.08
[Bin1_Straight] Ep 1400 | AvgRew: 81.33 | Succ: 0.19 | Dev: 4.33 | ZigZag: 0.73 | Eff: 0.68 | Loop: 0.09
[Bin1_Straight] Ep 1500 | AvgRew: 71.64 | Succ: 0.16 | Dev: 4.26 | ZigZag: 0.68 | Eff: 0.65 | Loop: 0.07
[Bin1_Straight] Ep 1600 | AvgRew: 76.25 | Succ: 0.17 | Dev: 4.12 | ZigZag: 0.61 | Eff: 0.55 | Loop: 0.06
[Bin1_Straight] Ep 1700 | AvgRew: 96.40 | Succ: 0.13 | Dev: 4.04 | ZigZag: 0.65 | Eff: 0.62 | Loop: 0.05
[Bin1_Straight] Ep 1800 | AvgRew: 69.83 | Succ: 0.15 | Dev: 4.24 | ZigZag: 0.62 | Eff: 0.55 | Loop: 0.06
[Bin1_Straight] Ep 1900 | AvgRew: 89.17 | Succ: 0.18 | Dev: 4.06 | ZigZag: 0.72 | Eff: 0.58 | Loop: 0.07
[Bin1_Straight] Ep 2000 | AvgRew: 74.24 | Succ: 0.18 | Dev: 4.14 | ZigZag: 0.70 | Eff: 0.48 | Loop: 0.03
Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/checkpoints/ckpt_Bin1_Straight_ep2000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/checkpoints/actor_Bin1_Straight_ep2000.pth
[Bin1_Straight] Ep 2100 | AvgRew: 77.21 | Succ: 0.16 | Dev: 4.56 | ZigZag: 0.69 | Eff: 0.51 | Loop: 0.05
[Bin1_Straight] Ep 2200 | AvgRew: 72.60 | Succ: 0.15 | Dev: 4.48 | ZigZag: 0.72 | Eff: 0.54 | Loop: 0.06
[Bin1_Straight] Ep 2300 | AvgRew: 97.29 | Succ: 0.19 | Dev: 3.99 | ZigZag: 0.69 | Eff: 0.59 | Loop: 0.06
[Bin1_Straight] Ep 2400 | AvgRew: 85.06 | Succ: 0.13 | Dev: 4.28 | ZigZag: 0.75 | Eff: 0.63 | Loop: 0.07
[Bin1_Straight] Ep 2500 | AvgRew: 87.00 | Succ: 0.07 | Dev: 4.48 | ZigZag: 0.75 | Eff: 0.56 | Loop: 0.08
[Bin1_Straight] Ep 2600 | AvgRew: 79.98 | Succ: 0.17 | Dev: 4.33 | ZigZag: 0.71 | Eff: 0.57 | Loop: 0.05
[Bin1_Straight] Ep 2700 | AvgRew: 64.66 | Succ: 0.15 | Dev: 4.33 | ZigZag: 0.78 | Eff: 0.58 | Loop: 0.08
[Bin1_Straight] Ep 2800 | AvgRew: 77.59 | Succ: 0.12 | Dev: 4.34 | ZigZag: 0.76 | Eff: 0.57 | Loop: 0.06
[Bin1_Straight] Ep 2900 | AvgRew: 92.24 | Succ: 0.19 | Dev: 4.13 | ZigZag: 0.82 | Eff: 0.73 | Loop: 0.11
[Bin1_Straight] Ep 3000 | AvgRew: 127.25 | Succ: 0.21 | Dev: 3.71 | ZigZag: 0.83 | Eff: 0.92 | Loop: 0.10
[Bin1_Straight] Ep 3100 | AvgRew: 95.28 | Succ: 0.18 | Dev: 3.74 | ZigZag: 0.94 | Eff: 0.84 | Loop: 0.10
[Bin1_Straight] Ep 3200 | AvgRew: 121.17 | Succ: 0.26 | Dev: 3.64 | ZigZag: 0.79 | Eff: 0.88 | Loop: 0.08
[Bin1_Straight] Ep 3300 | AvgRew: 98.96 | Succ: 0.08 | Dev: 4.05 | ZigZag: 0.84 | Eff: 0.84 | Loop: 0.10
[Bin1_Straight] Ep 3400 | AvgRew: 106.61 | Succ: 0.16 | Dev: 4.01 | ZigZag: 0.85 | Eff: 0.97 | Loop: 0.10
[Bin1_Straight] Ep 3500 | AvgRew: 121.63 | Succ: 0.15 | Dev: 3.68 | ZigZag: 0.80 | Eff: 0.87 | Loop: 0.08
[Bin1_Straight] Ep 3600 | AvgRew: 118.17 | Succ: 0.16 | Dev: 3.59 | ZigZag: 0.85 | Eff: 0.78 | Loop: 0.06
[Bin1_Straight] Ep 3700 | AvgRew: 111.87 | Succ: 0.20 | Dev: 3.70 | ZigZag: 0.77 | Eff: 0.81 | Loop: 0.08
[Bin1_Straight] Ep 3800 | AvgRew: 107.59 | Succ: 0.19 | Dev: 3.51 | ZigZag: 0.92 | Eff: 0.89 | Loop: 0.08
[Bin1_Straight] Ep 3900 | AvgRew: 96.25 | Succ: 0.06 | Dev: 3.89 | ZigZag: 0.82 | Eff: 0.80 | Loop: 0.08
[Bin1_Straight] Ep 4000 | AvgRew: 113.05 | Succ: 0.13 | Dev: 3.90 | ZigZag: 0.73 | Eff: 0.77 | Loop: 0.06
Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/checkpoints/ckpt_Bin1_Straight_ep4000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_3/runs/20260116_030245/checkpoints/actor_Bin1_Straight_ep4000.pth
[Bin1_Straight] Ep 4100 | AvgRew: 124.59 | Succ: 0.22 | Dev: 3.34 | ZigZag: 0.80 | Eff: 0.84 | Loop: 0.05
[Bin1_Straight] Ep 4200 | AvgRew: 88.43 | Succ: 0.13 | Dev: 3.83 | ZigZag: 0.80 | Eff: 0.77 | Loop: 0.07
[Bin1_Straight] Ep 4300 | AvgRew: 97.97 | Succ: 0.10 | Dev: 4.00 | ZigZag: 0.77 | Eff: 0.88 | Loop: 0.07
[Bin1_Straight] Ep 4400 | AvgRew: 120.07 | Succ: 0.21 | Dev: 3.36 | ZigZag: 0.86 | Eff: 0.92 | Loop: 0.06
[Bin1_Straight] Ep 4500 | AvgRew: 107.25 | Succ: 0.18 | Dev: 3.61 | ZigZag: 0.90 | Eff: 0.81 | Loop: 0.08
[Bin1_Straight] Ep 4600 | AvgRew: 125.51 | Succ: 0.19 | Dev: 3.33 | ZigZag: 0.89 | Eff: 0.89 | Loop: 0.07
[Bin1_Straight] Ep 4700 | AvgRew: 139.50 | Succ: 0.19 | Dev: 3.34 | ZigZag: 0.83 | Eff: 0.81 | Loop: 0.05
[Bin1_Straight] Ep 4800 | AvgRew: 117.22 | Succ: 0.22 | Dev: 3.26 | ZigZag: 0.91 | Eff: 0.87 | Loop: 0.07
[Bin1_Straight] Ep 4900 | AvgRew: 142.16 | Succ: 0.24 | Dev: 3.16 | ZigZag: 0.85 | Eff: 0.91 | Loop: 0.06
[Bin1_Straight] Ep 5000 | AvgRew: 119.05 | Succ: 0.23 | Dev: 3.35 | ZigZag: 0.90 | Eff: 0.94 | Loop: 0.05
[Bin1_Straight] Ep 5100 | AvgRew: 135.92 | Succ: 0.23 | Dev: 3.38 | ZigZag: 0.92 | Eff: 0.88 | Loop: 0.05
[Bin1_Straight] Ep 5200 | AvgRew: 128.90 | Succ: 0.20 | Dev: 3.24 | ZigZag: 0.84 | Eff: 0.87 | Loop: 0.05
[Bin1_Straight] Ep 5300 | AvgRew: 154.40 | Succ: 0.24 | Dev: 3.07 | ZigZag: 0.81 | Eff: 0.84 | Loop: 0.04
[Bin1_Straight] Ep 5400 | AvgRew: 136.67 | Succ: 0.22 | Dev: 3.31 | ZigZag: 0.69 | Eff: 0.82 | Loop: 0.03
[Bin1_Straight] Ep 5500 | AvgRew: 149.53 | Succ: 0.27 | Dev: 3.34 | ZigZag: 0.63 | Eff: 0.78 | Loop: 0.02
[Bin1_Straight] Ep 5600 | AvgRew: 140.19 | Succ: 0.26 | Dev: 3.24 | ZigZag: 0.85 | Eff: 0.91 | Loop: 0.05
